2025-02-16 15:11:02,511 INFO    StreamThr :1939390 [internal.py:wandb_internal():85] W&B internal server running at pid: 1939390, started at: 2025-02-16 15:11:02.505411
2025-02-16 15:11:02,512 DEBUG   HandlerThread:1939390 [handler.py:handle_request():158] handle_request: status
2025-02-16 15:11:02,551 INFO    WriterThread:1939390 [datastore.py:open_for_write():87] open: /n/home05/sqin/self-correct/sudoku/wandb/run-20250216_151102-9ixiukdm/run-9ixiukdm.wandb
2025-02-16 15:11:02,557 DEBUG   SenderThread:1939390 [sender.py:send():379] send: header
2025-02-16 15:11:02,557 DEBUG   SenderThread:1939390 [sender.py:send():379] send: run
2025-02-16 15:11:02,786 INFO    SenderThread:1939390 [dir_watcher.py:__init__():211] watching files in: /n/home05/sqin/self-correct/sudoku/wandb/run-20250216_151102-9ixiukdm/files
2025-02-16 15:11:02,786 INFO    SenderThread:1939390 [sender.py:_start_run_threads():1188] run started: 9ixiukdm with start time 1739736662.510831
2025-02-16 15:11:02,821 DEBUG   HandlerThread:1939390 [handler.py:handle_request():158] handle_request: check_version
2025-02-16 15:11:02,821 DEBUG   SenderThread:1939390 [sender.py:send_request():406] send_request: check_version
2025-02-16 15:11:02,896 DEBUG   HandlerThread:1939390 [handler.py:handle_request():158] handle_request: run_start
2025-02-16 15:11:02,925 DEBUG   HandlerThread:1939390 [system_info.py:__init__():26] System info init
2025-02-16 15:11:02,926 DEBUG   HandlerThread:1939390 [system_info.py:__init__():41] System info init done
2025-02-16 15:11:02,926 INFO    HandlerThread:1939390 [system_monitor.py:start():194] Starting system monitor
2025-02-16 15:11:02,926 INFO    SystemMonitor:1939390 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-02-16 15:11:02,926 INFO    HandlerThread:1939390 [system_monitor.py:probe():214] Collecting system info
2025-02-16 15:11:02,926 INFO    SystemMonitor:1939390 [interfaces.py:start():188] Started cpu monitoring
2025-02-16 15:11:02,927 INFO    SystemMonitor:1939390 [interfaces.py:start():188] Started disk monitoring
2025-02-16 15:11:02,927 INFO    SystemMonitor:1939390 [interfaces.py:start():188] Started gpu monitoring
2025-02-16 15:11:02,928 INFO    SystemMonitor:1939390 [interfaces.py:start():188] Started memory monitoring
2025-02-16 15:11:02,928 INFO    SystemMonitor:1939390 [interfaces.py:start():188] Started network monitoring
2025-02-16 15:11:02,955 DEBUG   HandlerThread:1939390 [system_info.py:probe():152] Probing system
2025-02-16 15:11:02,960 DEBUG   HandlerThread:1939390 [gitlib.py:_init_repo():56] git repository is invalid
2025-02-16 15:11:02,960 DEBUG   HandlerThread:1939390 [system_info.py:probe():200] Probing system done
2025-02-16 15:11:02,960 DEBUG   HandlerThread:1939390 [system_monitor.py:probe():223] {'os': 'Linux-4.18.0-513.18.1.el8_9.x86_64-x86_64-with-glibc2.28', 'python': '3.11.9', 'heartbeatAt': '2025-02-16T20:11:02.955803', 'startedAt': '2025-02-16T20:11:02.414242', 'docker': None, 'cuda': None, 'args': ('--config', 'configs/3M_sft.conf'), 'state': 'running', 'program': '/n/home05/sqin/self-correct/sudoku/train.py', 'codePathLocal': 'train.py', 'codePath': 'train.py', 'host': 'holygpu8a19102.rc.fas.harvard.edu', 'username': 'sqin', 'executable': '/n/holylabs/LABS/dam_lab/Lab/sqin/envs/reason/bin/python3.11', 'cpu_count': 64, 'cpu_count_logical': 64, 'cpu_freq': {'current': 3387.5, 'min': 3400.0, 'max': 3400.0}, 'cpu_freq_per_core': [{'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3300.001, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3300.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3300.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3300.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3300.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3300.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3300.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3300.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3300.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}, {'current': 3400.0, 'min': 3400.0, 'max': 3400.0}], 'disk': {'/': {'total': 49.9755859375, 'used': 15.587238311767578}}, 'gpu': 'NVIDIA A100-SXM4-40GB', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA A100-SXM4-40GB', 'memory_total': 42949672960}, {'name': 'NVIDIA A100-SXM4-40GB', 'memory_total': 42949672960}], 'memory': {'total': 1007.0250854492188}}
2025-02-16 15:11:02,960 INFO    HandlerThread:1939390 [system_monitor.py:probe():224] Finished collecting system info
2025-02-16 15:11:02,960 INFO    HandlerThread:1939390 [system_monitor.py:probe():227] Publishing system info
2025-02-16 15:11:02,960 DEBUG   HandlerThread:1939390 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2025-02-16 15:11:03,792 INFO    Thread-12 :1939390 [dir_watcher.py:_on_file_created():271] file/dir created: /n/home05/sqin/self-correct/sudoku/wandb/run-20250216_151102-9ixiukdm/files/conda-environment.yaml
2025-02-16 15:11:06,599 DEBUG   HandlerThread:1939390 [system_info.py:_save_conda():224] Saving conda packages done
2025-02-16 15:11:06,611 INFO    HandlerThread:1939390 [system_monitor.py:probe():229] Finished publishing system info
2025-02-16 15:11:06,618 DEBUG   SenderThread:1939390 [sender.py:send():379] send: files
2025-02-16 15:11:06,619 INFO    SenderThread:1939390 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2025-02-16 15:11:06,801 INFO    Thread-12 :1939390 [dir_watcher.py:_on_file_modified():288] file/dir modified: /n/home05/sqin/self-correct/sudoku/wandb/run-20250216_151102-9ixiukdm/files/conda-environment.yaml
2025-02-16 15:11:06,801 INFO    Thread-12 :1939390 [dir_watcher.py:_on_file_created():271] file/dir created: /n/home05/sqin/self-correct/sudoku/wandb/run-20250216_151102-9ixiukdm/files/wandb-metadata.json
2025-02-16 15:11:06,844 DEBUG   HandlerThread:1939390 [handler.py:handle_request():158] handle_request: python_packages
2025-02-16 15:11:06,844 DEBUG   SenderThread:1939390 [sender.py:send_request():406] send_request: python_packages
2025-02-16 15:11:06,845 DEBUG   HandlerThread:1939390 [handler.py:handle_request():158] handle_request: internal_messages
2025-02-16 15:11:06,845 DEBUG   HandlerThread:1939390 [handler.py:handle_request():158] handle_request: stop_status
2025-02-16 15:11:06,852 DEBUG   SenderThread:1939390 [sender.py:send_request():406] send_request: stop_status
2025-02-16 15:11:06,926 INFO    wandb-upload_0:1939390 [upload_job.py:push():130] Uploaded file /tmp/tmp4x7x2coxwandb/97smyha1-wandb-metadata.json
2025-02-16 15:11:06,966 DEBUG   SenderThread:1939390 [sender.py:send():379] send: telemetry
2025-02-16 15:11:07,806 INFO    Thread-12 :1939390 [dir_watcher.py:_on_file_created():271] file/dir created: /n/home05/sqin/self-correct/sudoku/wandb/run-20250216_151102-9ixiukdm/files/requirements.txt
2025-02-16 15:11:07,806 INFO    Thread-12 :1939390 [dir_watcher.py:_on_file_created():271] file/dir created: /n/home05/sqin/self-correct/sudoku/wandb/run-20250216_151102-9ixiukdm/files/output.log
2025-02-16 15:11:07,845 DEBUG   HandlerThread:1939390 [handler.py:handle_request():158] handle_request: internal_messages
2025-02-16 15:11:07,972 DEBUG   HandlerThread:1939390 [handler.py:handle_request():158] handle_request: status_report
2025-02-16 15:11:08,845 DEBUG   HandlerThread:1939390 [handler.py:handle_request():158] handle_request: internal_messages
2025-02-16 15:11:09,814 INFO    Thread-12 :1939390 [dir_watcher.py:_on_file_modified():288] file/dir modified: /n/home05/sqin/self-correct/sudoku/wandb/run-20250216_151102-9ixiukdm/files/output.log
2025-02-16 15:11:09,845 DEBUG   HandlerThread:1939390 [handler.py:handle_request():158] handle_request: internal_messages
2025-02-16 15:11:10,845 DEBUG   HandlerThread:1939390 [handler.py:handle_request():158] handle_request: internal_messages
2025-02-16 15:11:11,828 INFO    Thread-12 :1939390 [dir_watcher.py:_on_file_modified():288] file/dir modified: /n/home05/sqin/self-correct/sudoku/wandb/run-20250216_151102-9ixiukdm/files/output.log
2025-02-16 15:11:11,845 DEBUG   HandlerThread:1939390 [handler.py:handle_request():158] handle_request: internal_messages
2025-02-16 15:11:12,845 DEBUG   HandlerThread:1939390 [handler.py:handle_request():158] handle_request: internal_messages
